date,home_team,away_team,neutral,home_score,away_score,competition,synthetic
2025-06-20,Guatemala,Panama,1,0,1,Gold Cup,0
2025-06-21,Curacao,Canada,1,1,1,Gold Cup,0
2025-06-22,Mexico,Costa Rica,1,0,0,Gold Cup,0
2025-06-22,Saudi Arabia,Trinidad and Tobago,1,1,1,Gold Cup,0
2025-06-22,United States,Haiti,0,2,1,Gold Cup,0
2025-06-24,Honduras,Curacao,1,2,1,Gold Cup,0
2025-06-24,Canada,El Salvador,1,2,0,Gold Cup,0
2025-06-24,Panama,Jamaica,1,4,1,Gold Cup,0
2025-06-28,Panama,Honduras,1,1,1,Gold Cup,0
2025-06-28,Mexico,Saudi Arabia,1,2,0,Gold Cup,0
2025-06-29,Canada,Guatemala,1,1,1,Gold Cup,0
2025-06-29,United States,Costa Rica,0,2,2,Gold Cup,0
2025-07-02,United States,Guatemala,0,2,1,Gold Cup,0
2025-07-02,Mexico,Honduras,1,1,0,Gold Cup,0
2025-07-06,United States,Mexico,0,1,2,Gold Cup,0
2025-08-24,Qatar,Lebanon,0,2,2,Friendly,0
2025-09-03,Qatar,Bahrain,0,2,2,Friendly,0
2025-09-04,Norway,Finland,0,1,0,Friendly,0
2025-09-04,Russia,Jordan,0,0,0,Friendly,0
2025-09-04,Saudi Arabia,North Macedonia,1,2,1,Friendly,0
2025-09-04,Colombia,Bolivia,0,3,0,FIFA World Cup qualification,0
2025-09-04,Argentina,Venezuela,0,3,0,FIFA World Cup qualification,0
2025-09-04,Paraguay,Ecuador,0,0,0,FIFA World Cup qualification,0
2025-09-04,Uruguay,Peru,0,3,0,FIFA World Cup qualification,0
2025-09-04,Brazil,Chile,0,3,0,FIFA World Cup qualification,0
2025-09-04,Mauritius,Cape Verde,0,0,2,FIFA World Cup qualification,0
2025-09-04,Algeria,Botswana,0,3,1,FIFA World Cup qualification,0
2025-09-04,Tunisia,Liberia,0,3,0,FIFA World Cup qualification,0
2025-09-04,Chad,Ghana,0,1,1,FIFA World Cup qualification,0
2025-09-04,Slovakia,Germany,0,2,0,FIFA World Cup qualification,0
2025-09-04,Georgia,Turkey,0,2,3,FIFA World Cup qualification,0
2025-09-04,Bulgaria,Spain,0,0,3,FIFA World Cup qualification,0
2025-09-04,Netherlands,Poland,0,1,1,FIFA World Cup qualification,0
2025-09-04,Liechtenstein,Belgium,0,0,6,FIFA World Cup qualification,0
2025-09-04,Iraq,Hong Kong,1,2,1,King's Cup,0
2025-09-04,Suriname,Panama,0,0,0,FIFA World Cup qualification,0
2025-09-05,Australia,New Zealand,0,1,0,Soccer Ashes,0
2025-09-05,Romania,Canada,0,0,3,Friendly,0
2025-09-05,Egypt,Ethiopia,0,2,0,FIFA World Cup qualification,0
2025-09-05,South Sudan,DR Congo,0,1,4,FIFA World Cup qualification,0
2025-09-05,Senegal,Sudan,0,2,0,FIFA World Cup qualification,0
2025-09-05,South Africa,Lesotho,0,3,0,FIFA World Cup qualification,0
2025-09-05,Morocco,Niger,0,5,0,FIFA World Cup qualification,0
2025-09-05,Ivory Coast,Burundi,0,1,0,FIFA World Cup qualification,0
2025-09-05,Slovenia,Sweden,0,2,2,FIFA World Cup qualification,0
2025-09-05,Switzerland,Kosovo,0,4,0,FIFA World Cup qualification,0
2025-09-05,Denmark,Scotland,0,0,0,FIFA World Cup qualification,0
2025-09-05,Ukraine,France,1,0,2,FIFA World Cup qualification,0
2025-09-05,Faroe Islands,Croatia,0,0,1,FIFA World Cup qualification,0
2025-09-05,Montenegro,Czech Republic,0,0,2,FIFA World Cup qualification,0
2025-09-05,Trinidad and Tobago,Curacao,0,0,0,FIFA World Cup qualification,0
2025-09-05,Haiti,Honduras,1,0,0,FIFA World Cup qualification,0
2025-09-06,Mexico,Japan,1,0,0,Friendly,0
2025-09-06,United States,South Korea,0,0,2,Friendly,0
2025-09-06,Armenia,Portugal,0,0,5,FIFA World Cup qualification,0
2025-09-06,Austria,Cyprus,0,1,0,FIFA World Cup qualification,0
2025-09-06,San Marino,Bosnia and Herzegovina,0,0,6,FIFA World Cup qualification,0
2025-09-06,England,Andorra,0,2,0,FIFA World Cup qualification,0
2025-09-07,Germany,Northern Ireland,0,3,1,FIFA World Cup qualification,0
2025-09-07,Turkey,Spain,0,0,6,FIFA World Cup qualification,0
2025-09-07,Lithuania,Netherlands,0,2,3,FIFA World Cup qualification,0
2025-09-07,Belgium,Kazakhstan,0,6,0,FIFA World Cup qualification,0
2025-09-07,Qatar,Russia,0,1,4,Friendly,0
2025-09-07,Thailand,Iraq,0,0,1,King's Cup,0
2025-09-08,Czech Republic,Saudi Arabia,0,1,1,Friendly,0
2025-09-08,Zambia,Morocco,0,0,2,FIFA World Cup qualification,0
2025-09-08,Guinea,Algeria,1,0,0,FIFA World Cup qualification,0
2025-09-08,Equatorial Guinea,Tunisia,0,0,1,FIFA World Cup qualification,0
2025-09-08,Ghana,Mali,0,1,0,FIFA World Cup qualification,0
2025-09-08,Kosovo,Sweden,0,2,0,FIFA World Cup qualification,0
2025-09-08,Switzerland,Slovenia,0,3,0,FIFA World Cup qualification,0
2025-09-08,Belarus,Scotland,1,0,2,FIFA World Cup qualification,0
2025-09-08,Croatia,Montenegro,0,4,0,FIFA World Cup qualification,0
2025-09-08,Panama,Guatemala,0,1,1,FIFA World Cup qualification,0
2025-09-09,Jordan,Dominican Republic,0,3,0,Friendly,0
2025-09-09,Mexico,South Korea,1,2,2,Friendly,0
2025-09-09,New Zealand,Australia,0,1,3,Soccer Ashes,0
2025-09-09,United States,Japan,0,2,0,Friendly,0
2025-09-09,Wales,Canada,0,0,1,Friendly,0
2025-09-09,Ecuador,Argentina,0,1,0,FIFA World Cup qualification,0
2025-09-09,Peru,Paraguay,0,0,1,FIFA World Cup qualification,0
2025-09-09,Bolivia,Brazil,0,1,0,FIFA World Cup qualification,0
2025-09-09,Venezuela,Colombia,0,3,6,FIFA World Cup qualification,0
2025-09-09,Chile,Uruguay,0,0,0,FIFA World Cup qualification,0
2025-09-09,Burkina Faso,Egypt,0,0,0,FIFA World Cup qualification,0
2025-09-09,DR Congo,Senegal,0,2,3,FIFA World Cup qualification,0
2025-09-09,South Africa,Nigeria,0,1,1,FIFA World Cup qualification,0
2025-09-09,Cape Verde,Cameroon,0,1,0,FIFA World Cup qualification,0
2025-09-09,Gabon,Ivory Coast,0,0,0,FIFA World Cup qualification,0
2025-09-09,France,Iceland,0,2,1,FIFA World Cup qualification,0
2025-09-09,Hungary,Portugal,0,2,3,FIFA World Cup qualification,0
2025-09-09,Bosnia and Herzegovina,Austria,0,1,2,FIFA World Cup qualification,0
2025-09-09,Norway,Moldova,0,11,1,FIFA World Cup qualification,0
2025-09-09,Serbia,England,0,0,5,FIFA World Cup qualification,0
2025-09-09,Curacao,Bermuda,0,3,2,FIFA World Cup qualification,0
2025-09-09,Costa Rica,Haiti,0,3,3,FIFA World Cup qualification,0
2025-10-08,Qatar,Oman,0,0,0,FIFA World Cup qualification,0
2025-10-08,Saudi Arabia,Indonesia,0,3,2,FIFA World Cup qualification,0
2025-10-08,Djibouti,Egypt,1,0,3,FIFA World Cup qualification,0
2025-10-08,Libya,Cape Verde,0,3,3,FIFA World Cup qualification,0
2025-10-08,Central African Republic,Ghana,1,0,5,FIFA World Cup qualification,0
2025-10-09,England,Wales,0,3,0,Friendly,0
2025-10-09,Poland,New Zealand,0,1,0,Friendly,0
2025-10-09,Morocco,Bahrain,0,1,0,Friendly,0
2025-10-09,Algeria,Somalia,0,3,0,FIFA World Cup qualification,0
2025-10-09,Scotland,Greece,0,3,1,FIFA World Cup qualification,0
2025-10-09,Malta,Netherlands,0,0,4,FIFA World Cup qualification,0
2025-10-09,Austria,San Marino,0,10,0,FIFA World Cup qualification,0
2025-10-09,Cyprus,Bosnia and Herzegovina,0,2,2,FIFA World Cup qualification,0
2025-10-09,Czech Republic,Croatia,0,0,0,FIFA World Cup qualification,0
2025-10-09,Nicaragua,Haiti,0,0,3,FIFA World Cup qualification,0
2025-10-10,Argentina,Venezuela,1,1,0,Friendly,0
2025-10-10,Canada,Australia,0,0,1,Friendly,0
2025-10-10,Russia,Iran,0,2,1,Friendly,0
2025-10-10,Japan,Paraguay,0,2,2,Kirin Cup,0
2025-10-10,Uzbekistan,Kuwait,0,2,0,Friendly,0
2025-10-10,Jordan,Bolivia,1,0,1,Friendly,0
2025-10-10,South Korea,Brazil,0,0,5,Friendly,0
2025-10-10,Uruguay,Dominican Republic,1,1,0,Friendly,0
2025-10-10,United States,Ecuador,0,1,1,Friendly,0
2025-10-10,Togo,DR Congo,0,0,1,FIFA World Cup qualification,0
2025-10-10,South Sudan,Senegal,0,0,5,FIFA World Cup qualification,0
2025-10-10,South Africa,Zimbabwe,0,0,0,FIFA World Cup qualification,0
2025-10-10,Seychelles,Ivory Coast,1,0,7,FIFA World Cup qualification,0
2025-10-10,Tunisia,São Tomé and Príncipe,0,6,0,FIFA World Cup qualification,0
2025-10-10,Germany,Luxembourg,0,4,0,FIFA World Cup qualification,0
2025-10-10,Sweden,Switzerland,0,0,2,FIFA World Cup qualification,0
2025-10-10,France,Azerbaijan,0,3,0,FIFA World Cup qualification,0
2025-10-10,Belgium,North Macedonia,0,0,0,FIFA World Cup qualification,0
2025-10-10,El Salvador,Panama,0,0,1,FIFA World Cup qualification,0
2025-10-10,Curacao,Jamaica,0,2,0,FIFA World Cup qualification,0
2025-10-11,Mexico,Colombia,1,0,4,Friendly,0
2025-10-11,Iraq,Indonesia,1,1,0,FIFA World Cup qualification,0
2025-10-11,Spain,Georgia,0,2,0,FIFA World Cup qualification,0
2025-10-11,Bulgaria,Turkey,0,1,6,FIFA World Cup qualification,0
2025-10-11,Portugal,Ireland,0,1,0,FIFA World Cup qualification,0
2025-10-11,Norway,Israel,0,5,0,FIFA World Cup qualification,0
2025-10-12,Malta,Bosnia and Herzegovina,0,1,4,Friendly,0
2025-10-12,Egypt,Guinea-Bissau,0,1,0,FIFA World Cup qualification,0
2025-10-12,Ghana,Comoros,0,1,0,FIFA World Cup qualification,0
2025-10-12,Scotland,Belarus,0,2,1,FIFA World Cup qualification,0
2025-10-12,Netherlands,Finland,0,4,0,FIFA World Cup qualification,0
2025-10-12,Romania,Austria,0,1,0,FIFA World Cup qualification,0
2025-10-12,Faroe Islands,Czech Republic,0,2,1,FIFA World Cup qualification,0
2025-10-12,Croatia,Gibraltar,0,3,0,FIFA World Cup qualification,0
2025-10-13,Uzbekistan,Uruguay,1,1,2,Friendly,0
2025-10-13,Cape Verde,Eswatini,0,3,0,FIFA World Cup qualification,0
2025-10-13,Tunisia,Namibia,0,3,0,FIFA World Cup qualification,0
2025-10-13,Northern Ireland,Germany,0,0,1,FIFA World Cup qualification,0
2025-10-13,Slovenia,Switzerland,0,0,0,FIFA World Cup qualification,0
2025-10-13,Sweden,Kosovo,0,0,1,FIFA World Cup qualification,0
2025-10-13,Iceland,France,0,2,2,FIFA World Cup qualification,0
2025-10-13,Wales,Belgium,0,2,4,FIFA World Cup qualification,0
2025-10-13,Honduras,Haiti,0,3,0,FIFA World Cup qualification,0
2025-10-14,Albania,Jordan,0,4,2,Friendly,0
2025-10-14,Japan,Brazil,0,3,2,Kirin Cup,0
2025-10-14,Iran,Tanzania,1,2,0,Friendly,0
2025-10-14,Canada,Colombia,1,0,0,Friendly,0
2025-10-14,South Korea,Paraguay,0,2,0,Friendly,0
2025-10-14,Mexico,Ecuador,0,1,1,Friendly,0
2025-10-14,Norway,New Zealand,0,1,1,Friendly,0
2025-10-14,Puerto Rico,Argentina,1,0,6,Friendly,0
2025-10-14,United States,Australia,0,2,1,Friendly,0
2025-10-14,Qatar,United Arab Emirates,0,2,1,FIFA World Cup qualification,0
2025-10-14,Saudi Arabia,Iraq,0,0,0,FIFA World Cup qualification,0
2025-10-14,Senegal,Mauritania,0,4,0,FIFA World Cup qualification,0
2025-10-14,DR Congo,Sudan,0,1,0,FIFA World Cup qualification,0
2025-10-14,South Africa,Rwanda,0,3,0,FIFA World Cup qualification,0
2025-10-14,Morocco,Congo,0,1,0,FIFA World Cup qualification,0
2025-10-14,Ivory Coast,Kenya,0,3,0,FIFA World Cup qualification,0
2025-10-14,Algeria,Uganda,0,2,1,FIFA World Cup qualification,0
2025-10-14,Spain,Bulgaria,0,4,0,FIFA World Cup qualification,0
2025-10-14,Turkey,Georgia,0,4,1,FIFA World Cup qualification,0
2025-10-14,Portugal,Hungary,0,2,2,FIFA World Cup qualification,0
2025-10-14,Latvia,England,0,0,5,FIFA World Cup qualification,0
2025-10-14,Panama,Suriname,0,1,1,FIFA World Cup qualification,0
2025-10-14,Curacao,Trinidad and Tobago,0,1,1,FIFA World Cup qualification,0
2025-11-12,Tunisia,Mauritania,0,1,1,Friendly,0
2025-11-13,Algeria,Zimbabwe,1,3,1,Friendly,0
2025-11-13,Canada,Ecuador,0,0,0,Friendly,0
2025-11-13,Czech Republic,San Marino,0,1,0,Friendly,0
2025-11-13,United Arab Emirates,Iraq,0,1,1,FIFA World Cup qualification,0
2025-11-13,Cameroon,DR Congo,1,0,1,FIFA World Cup qualification,0
2025-11-13,France,Ukraine,0,4,0,FIFA World Cup qualification,0
2025-11-13,Ireland,Portugal,0,2,0,FIFA World Cup qualification,0
2025-11-13,Norway,Estonia,0,4,1,FIFA World Cup qualification,0
2025-11-13,England,Serbia,0,2,0,FIFA World Cup qualification,0
2025-11-13,Iran,Cape Verde,1,0,0,Al Ain International Cup,0
2025-11-13,Guatemala,Panama,0,2,3,FIFA World Cup qualification,0
2025-11-13,Bermuda,Curacao,0,0,7,FIFA World Cup qualification,0
2025-11-13,Haiti,Costa Rica,1,1,0,FIFA World Cup qualification,0
2025-11-14,Angola,Argentina,0,0,2,Friendly,0
2025-11-14,Australia,Venezuela,1,0,1,Friendly,0
2025-11-14,South Korea,Bolivia,0,2,0,Friendly,0
2025-11-14,Morocco,Mozambique,0,1,0,Friendly,0
2025-11-14,Japan,Ghana,0,2,0,Kirin Cup,0
2025-11-14,Saudi Arabia,Ivory Coast,0,1,0,Friendly,0
2025-11-14,Tunisia,Jordan,0,3,2,Friendly,0
2025-11-14,Luxembourg,Germany,0,0,2,FIFA World Cup qualification,0
2025-11-14,Poland,Netherlands,0,1,1,FIFA World Cup qualification,0
2025-11-14,Croatia,Faroe Islands,0,3,1,FIFA World Cup qualification,0
2025-11-14,Uzbekistan,Egypt,1,2,0,Al Ain International Cup,0
2025-11-15,Brazil,Senegal,1,2,0,Friendly,0
2025-11-15,Colombia,New Zealand,1,2,1,Friendly,0
2025-11-15,Mexico,Uruguay,0,0,0,Friendly,0
2025-11-15,South Africa,Zambia,0,3,1,Friendly,0
2025-11-15,United States,Paraguay,0,2,1,Friendly,0
2025-11-15,Switzerland,Sweden,0,4,1,FIFA World Cup qualification,0
2025-11-15,Greece,Scotland,0,3,2,FIFA World Cup qualification,0
2025-11-15,Turkey,Bulgaria,0,2,0,FIFA World Cup qualification,0
2025-11-15,Georgia,Spain,0,0,4,FIFA World Cup qualification,0
2025-11-15,Cyprus,Austria,0,0,2,FIFA World Cup qualification,0
2025-11-15,Bosnia and Herzegovina,Romania,0,3,1,FIFA World Cup qualification,0
2025-11-15,Kazakhstan,Belgium,0,1,1,FIFA World Cup qualification,0
2025-11-16,Nigeria,DR Congo,1,1,1,FIFA World Cup qualification,0
2025-11-16,Azerbaijan,France,0,1,3,FIFA World Cup qualification,0
2025-11-16,Portugal,Armenia,0,9,1,FIFA World Cup qualification,0
2025-11-16,Italy,Norway,0,1,4,FIFA World Cup qualification,0
2025-11-16,Albania,England,0,0,2,FIFA World Cup qualification,0
2025-11-17,Qatar,Zimbabwe,0,1,2,Friendly,0
2025-11-17,Germany,Slovakia,0,6,0,FIFA World Cup qualification,0
2025-11-17,Netherlands,Lithuania,0,4,0,FIFA World Cup qualification,0
2025-11-17,Czech Republic,Gibraltar,0,6,0,FIFA World Cup qualification,0
2025-11-17,Montenegro,Croatia,0,2,3,FIFA World Cup qualification,0
2025-11-17,Cape Verde,Egypt,1,1,1,Al Ain International Cup,0
2025-11-18,Morocco,Uganda,0,4,0,Friendly,0
2025-11-18,Oman,Ivory Coast,0,0,2,Friendly,0
2025-11-18,Saudi Arabia,Algeria,0,0,2,Friendly,0
2025-11-18,Kenya,Senegal,1,0,8,Friendly,0
2025-11-18,Japan,Bolivia,0,3,0,Kirin Cup,0
2025-11-18,Mali,Jordan,1,3,2,Friendly,0
2025-11-18,Brazil,Tunisia,1,1,1,Friendly,0
2025-11-18,Canada,Venezuela,1,2,0,Friendly,0
2025-11-18,Colombia,Australia,1,3,0,Friendly,0
2025-11-18,Ecuador,New Zealand,1,2,0,Friendly,0
2025-11-18,South Korea,Ghana,0,1,0,Friendly,0
2025-11-18,Mexico,Paraguay,1,1,2,Friendly,0
2025-11-18,United States,Uruguay,0,5,1,Friendly,0
2025-11-18,Iraq,United Arab Emirates,0,2,1,FIFA World Cup qualification,0
2025-11-18,Kosovo,Switzerland,0,1,1,FIFA World Cup qualification,0
2025-11-18,Sweden,Slovenia,0,1,1,FIFA World Cup qualification,0
2025-11-18,Scotland,Denmark,0,4,2,FIFA World Cup qualification,0
2025-11-18,Spain,Turkey,0,2,2,FIFA World Cup qualification,0
2025-11-18,Austria,Bosnia and Herzegovina,0,1,1,FIFA World Cup qualification,0
2025-11-18,Belgium,Liechtenstein,0,7,0,FIFA World Cup qualification,0
2025-11-18,Iran,Uzbekistan,1,0,0,Al Ain International Cup,0
2025-11-18,Panama,El Salvador,0,3,0,FIFA World Cup qualification,0
2025-11-18,Jamaica,Curacao,0,0,0,FIFA World Cup qualification,0
2025-11-18,Haiti,Nicaragua,1,2,0,FIFA World Cup qualification,0
2025-12-01,Tunisia,Syria,1,0,1,Arab Cup,0
2025-12-01,Qatar,Palestine,0,0,1,Arab Cup,0
2025-12-02,Morocco,Comoros,1,3,1,Arab Cup,0
2025-12-02,Saudi Arabia,Oman,1,2,1,Arab Cup,0
2025-12-02,Egypt,Kuwait,1,1,1,Arab Cup,0
2025-12-03,Jordan,United Arab Emirates,1,2,1,Arab Cup,0
2025-12-03,Algeria,Sudan,1,0,0,Arab Cup,0
2025-12-03,Iraq,Bahrain,1,2,1,Arab Cup,0
2025-12-04,Palestine,Tunisia,1,2,2,Arab Cup,0
2025-12-04,Qatar,Syria,0,1,1,Arab Cup,0
2025-12-05,Oman,Morocco,1,0,0,Arab Cup,0
2025-12-05,Comoros,Saudi Arabia,1,1,3,Arab Cup,0
2025-12-06,Kuwait,Jordan,1,1,3,Arab Cup,0
2025-12-06,United Arab Emirates,Egypt,1,1,1,Arab Cup,0
2025-12-06,Bahrain,Algeria,1,1,5,Arab Cup,0
2025-12-06,Sudan,Iraq,1,0,2,Arab Cup,0
2025-12-07,Qatar,Tunisia,0,0,3,Arab Cup,0
2025-12-08,Morocco,Saudi Arabia,1,1,0,Arab Cup,0
2025-12-09,Egypt,Jordan,1,0,3,Arab Cup,0
2025-12-09,Algeria,Iraq,1,2,0,Arab Cup,0
2025-12-11,Morocco,Syria,1,1,0,Arab Cup,0
2025-12-11,Palestine,Saudi Arabia,1,1,2,Arab Cup,0
2025-12-12,Jordan,Iraq,1,1,0,Arab Cup,0
2025-12-12,Algeria,United Arab Emirates,1,1,1,Arab Cup,0
2025-12-15,Morocco,United Arab Emirates,1,3,0,Arab Cup,0
2025-12-15,Saudi Arabia,Jordan,1,0,1,Arab Cup,0
2025-12-18,Jordan,Morocco,1,2,3,Arab Cup,0
2025-12-21,Morocco,Comoros,0,2,0,African Cup of Nations,0
2025-12-22,South Africa,Angola,1,2,1,African Cup of Nations,0
2025-12-22,Egypt,Zimbabwe,1,2,1,African Cup of Nations,0
2025-12-23,Tunisia,Uganda,1,3,1,African Cup of Nations,0
2025-12-23,DR Congo,Benin,1,1,0,African Cup of Nations,0
2025-12-23,Senegal,Botswana,1,3,0,African Cup of Nations,0
2025-12-24,Algeria,Sudan,1,3,0,African Cup of Nations,0
2025-12-24,Ivory Coast,Mozambique,1,1,0,African Cup of Nations,0
2025-12-26,Morocco,Mali,0,1,1,African Cup of Nations,0
2025-12-26,Egypt,South Africa,1,1,0,African Cup of Nations,0
2025-12-27,Nigeria,Tunisia,1,3,2,African Cup of Nations,0
2025-12-27,Senegal,DR Congo,1,1,1,African Cup of Nations,0
2025-12-28,Algeria,Burkina Faso,1,1,0,African Cup of Nations,0
2025-12-28,Ivory Coast,Cameroon,1,1,1,African Cup of Nations,0
2025-12-29,Morocco,Zambia,0,3,0,African Cup of Nations,0
2025-12-29,Angola,Egypt,1,0,0,African Cup of Nations,0
2025-12-29,Zimbabwe,South Africa,1,2,3,African Cup of Nations,0
2025-12-30,Tanzania,Tunisia,1,1,1,African Cup of Nations,0
2025-12-30,Benin,Senegal,1,0,3,African Cup of Nations,0
2025-12-30,Botswana,DR Congo,1,0,3,African Cup of Nations,0
2025-12-31,Equatorial Guinea,Algeria,1,1,3,African Cup of Nations,0
2025-12-31,Gabon,Ivory Coast,1,2,3,African Cup of Nations,0
2026-01-03,Senegal,Sudan,1,3,1,African Cup of Nations,0
2026-01-03,Mali,Tunisia,1,1,1,African Cup of Nations,0
2026-01-04,Morocco,Tanzania,0,1,0,African Cup of Nations,0
2026-01-04,South Africa,Cameroon,1,1,2,African Cup of Nations,0
2026-01-05,Egypt,Benin,1,3,1,African Cup of Nations,0
2026-01-06,Algeria,DR Congo,1,1,0,African Cup of Nations,0
2026-01-06,Ivory Coast,Burkina Faso,1,3,0,African Cup of Nations,0
2026-01-09,Mali,Senegal,1,0,1,African Cup of Nations,0
2026-01-09,Morocco,Cameroon,0,2,0,African Cup of Nations,0
2026-01-10,Algeria,Nigeria,1,0,2,African Cup of Nations,0
2026-01-10,Egypt,Ivory Coast,1,3,2,African Cup of Nations,0
2026-01-14,Senegal,Egypt,1,1,0,African Cup of Nations,0
2026-01-14,Morocco,Nigeria,0,0,0,African Cup of Nations,0
2026-01-17,Egypt,Nigeria,1,0,0,African Cup of Nations,0
2026-01-18,Morocco,Senegal,0,3,0,African Cup of Nations,0
2026-01-18,Bolivia,Panama,0,1,1,Friendly,0
2026-01-22,Panama,Mexico,0,0,1,Friendly,0
2026-01-25,Bolivia,Mexico,0,0,1,Friendly,0
2026-01-26,Uzbekistan,China,1,2,2,Friendly,0
2026-02-25,Mexico,Iceland,0,4,0,Friendly,0
2026-03-25,Bermuda,DR Congo,1,0,2,Friendly,0
2026-03-26,Brazil,France,1,1,2,Friendly,0
2026-03-26,Colombia,Croatia,1,1,2,Friendly,0
2026-03-26,Wales,Bosnia and Herzegovina,0,1,1,FIFA World Cup qualification,0
2026-03-26,Ukraine,Sweden,1,1,3,FIFA World Cup qualification,0
2026-03-26,Turkey,Romania,0,1,0,FIFA World Cup qualification,0
2026-03-26,Czech Republic,Ireland,0,2,2,FIFA World Cup qualification,0
2026-03-27,Algeria,Guatemala,1,7,0,Friendly,0
2026-03-27,Argentina,Mauritania,0,2,1,Friendly,0
2026-03-27,Austria,Ghana,0,5,1,Friendly,0
2026-03-27,England,Uruguay,0,1,1,Friendly,0
2026-03-27,Greece,Paraguay,0,0,1,Friendly,0
2026-03-27,Morocco,Ecuador,1,1,1,Friendly,0
2026-03-27,Netherlands,Norway,0,2,1,Friendly,0
2026-03-27,Saudi Arabia,Egypt,0,0,4,Friendly,0
2026-03-27,South Africa,Panama,0,1,1,Friendly,0
2026-03-27,Spain,Serbia,0,3,0,Friendly,0
2026-03-27,Switzerland,Germany,0,3,4,Friendly,0
2026-03-27,Costa Rica,Jordan,1,2,2,Friendly,0
2026-03-27,Iran,Nigeria,1,1,2,Friendly,0
2026-03-27,China,Curacao,1,2,0,FIFA Series,0
2026-03-27,Australia,Cameroon,0,1,0,FIFA Series,0
2026-03-27,Chile,Cape Verde,1,4,2,FIFA Series,0
2026-03-27,New Zealand,Finland,0,0,2,FIFA Series,0
2026-03-27,Uzbekistan,Gabon,0,3,1,FIFA Series,0
2026-03-28,Canada,Iceland,0,2,2,Friendly,0
2026-03-28,Haiti,Tunisia,1,0,1,Friendly,0
2026-03-28,Ivory Coast,South Korea,1,4,0,Friendly,0
2026-03-28,Mexico,Portugal,0,0,0,Friendly,0
2026-03-28,Scotland,Japan,0,0,1,Friendly,0
2026-03-28,Senegal,Peru,1,2,0,Friendly,0
2026-03-28,United States,Belgium,0,2,5,Friendly,0
2026-03-29,Colombia,France,1,1,3,Friendly,0
2026-03-30,Germany,Ghana,0,2,1,Friendly,0
2026-03-30,Cape Verde,Finland,1,1,1,FIFA Series,0
2026-03-30,New Zealand,Chile,0,4,1,FIFA Series,0
2026-03-30,Uzbekistan,Venezuela,0,0,0,FIFA Series,0
2026-03-31,Algeria,Uruguay,1,0,0,Friendly,0
2026-03-31,Argentina,Zambia,0,5,0,Friendly,0
2026-03-31,Austria,South Korea,0,1,0,Friendly,0
2026-03-31,Brazil,Croatia,1,3,1,Friendly,0
2026-03-31,Canada,Tunisia,0,0,0,Friendly,0
2026-03-31,Costa Rica,Iran,1,0,5,Friendly,0
2026-03-31,England,Japan,0,0,1,Friendly,0
2026-03-31,Haiti,Iceland,1,1,1,Friendly,0
2026-03-31,Ivory Coast,Scotland,1,1,0,Friendly,0
2026-03-31,Jordan,Nigeria,1,2,2,Friendly,0
2026-03-31,Mexico,Belgium,1,1,1,Friendly,0
2026-03-31,Morocco,Paraguay,1,2,1,Friendly,0
2026-03-31,Netherlands,Ecuador,0,1,1,Friendly,0
2026-03-31,Norway,Switzerland,0,0,0,Friendly,0
2026-03-31,Senegal,Gambia,0,3,1,Friendly,0
2026-03-31,Serbia,Saudi Arabia,0,2,1,Friendly,0
2026-03-31,South Africa,Panama,0,1,2,Friendly,0
2026-03-31,Spain,Egypt,0,0,0,Friendly,0
2026-03-31,United States,Portugal,0,0,2,Friendly,0
2026-03-31,DR Congo,Jamaica,1,1,0,FIFA World Cup qualification,0
2026-03-31,Iraq,Bolivia,1,2,1,FIFA World Cup qualification,0
2026-03-31,Bosnia and Herzegovina,Italy,0,1,1,FIFA World Cup qualification,0
2026-03-31,Sweden,Poland,0,3,2,FIFA World Cup qualification,0
2026-03-31,Kosovo,Turkey,0,0,1,FIFA World Cup qualification,0
2026-03-31,Czech Republic,Denmark,0,2,2,FIFA World Cup qualification,0
2026-03-31,Australia,Curacao,0,5,1,FIFA Series,0
2026-05-22,Mexico,Ghana,0,2,0,Friendly,0
2026-05-26,Morocco,Burundi,0,5,0,Friendly,0
2026-05-28,Ireland,Qatar,0,1,0,Friendly,0
2026-05-28,Egypt,Russia,0,1,0,Friendly,0
2026-05-29,Andorra,Iraq,1,0,1,Friendly,0
2026-05-29,Bosnia and Herzegovina,North Macedonia,0,0,0,Friendly,0
2026-05-29,Iran,Gambia,1,3,1,Friendly,0
2026-05-29,South Africa,Nicaragua,0,0,0,Friendly,0
2026-05-30,Ecuador,Saudi Arabia,1,2,1,Friendly,0
2026-05-30,South Korea,Trinidad and Tobago,1,5,0,Friendly,0
2026-05-30,Mexico,Australia,1,1,0,Friendly,0
2026-05-30,Scotland,Curacao,0,4,1,Friendly,0
2026-05-31,Brazil,Panama,0,6,2,Friendly,0
2026-05-31,Cape Verde,Serbia,1,3,0,Friendly,0
2026-05-31,Czech Republic,Kosovo,0,2,1,Friendly,0
2026-05-31,Germany,Finland,0,4,0,Friendly,0
2026-05-31,Switzerland,Jordan,0,4,1,Friendly,0
2026-05-31,United States,Senegal,0,3,2,Friendly,0
2026-05-31,Japan,Iceland,0,1,0,Friendly,0
2026-06-01,Austria,Tunisia,0,1,0,Friendly,0
2026-06-01,Canada,Uzbekistan,0,2,0,Friendly,0
2026-06-01,Colombia,Costa Rica,0,3,1,Friendly,0
2026-06-01,Norway,Sweden,0,3,1,Friendly,0
